1781	5750481	1781	8215884	8783797	8942346	8783797	8942346	3626396	968925	3626396	8725700	968925	3626396	9082974	2851089	6743070	2851089	9082974	8783797	9082974
1781	8215884	2229507	8215884	8859193	4041791	8934970	2689145	1717203	9366868	797702	7732925	797702	4041791	2456929	5471776	4309601	5471776	4309601	2689145	8934970
1781	42001	1297887	8713990	1725558	9379557	3536731	9379557	1725558	8713990	1297887	137342	5471776	4309601	7397355	8859193	8724081	9034156	444148	2648283	444148
1781	6463030	1781	8215884	2229507	6932900	8215884	4251715	3167371	2915157	4624143	583539	4624143	3167371	4624143	3167371	2915157	3167371	4624143	3167371	4251715
1781	8215884	8859193	8727459	2725613	4180008	2725613	2931963	6496482	2931963	5235467	2931963	6496482	416771	6334566	261783	4031490	5029603	6324225	4779605	261783
1781	8674558	1781	4968312	1695940	2456929	4041791	8528712	42001	2063213	3624948	2063213	3624948	8114107	3624948	8804289	3624948	8804289	1781405	659298	5473989
1781	5750481	1781	4968312	1695940	5398199	5504155	5398199	9366868	4041791	9380113	7161824	4041791	2456929	5045431	2725613	6693258	2725613	736660	425893	2008781
1781	6463030	1781	6463030	1781	5750481	1781	8674558	1781	7397355	4180008	7397355	1322128	8366049	8366049	8366049	1322128	2689145	5968085	2689145	1242376
1781	5750481	1781	6463030	1781	5750481	1781	6463030	1781	4968312	1781	4968312	1322128	6552399	1322128	797702	8162221	797702	9366868	5398199	797702
1781	8215884	8859193	1809365	8859193	6166898	8859193	6496482	2931963	5235467	2931963	5235467	2931963	6496482	8859193	6496482	416771	6334566	4041791	9366868	6693258
8215884	2754021	8279785	2754021	7389748	5479475	3328333	3199469	6334566	1695940	3199469	4041791	4892313	6271771	4892313	2712365	4892313	4041791	34508	2356944	34508
8215884	5517881	8528712	42001	1781	6463030	1781	8674558	1781	7397355	4309601	7397355	5818765	4031490	261783	6334566	4041791	8859193	7231071	8859193	7721397
8215884	4251715	3167371	4624143	3167371	760466	5818765	261783	5818765	7397355	5818765	7397355	4779605	7231071	8473116	7231071	9050881	5591672	9050881	513765	2754021
8215884	4251715	3167371	760466	261783	6334566	261783	4779605	7397355	1768615	2356944	8519002	2356944	8519002	2356944	1768615	7397355	4309601	6552399	1322128	7999398
8215884	6932900	137342	1297887	3756409	1297887	6544694	42001	4092537	6544694	4092537	6544694	8528712	4041791	3199469	1717203	8473116	1440076	8473116	4779605	6324225
8215884	1781	8215884	6932900	2754021	7389748	425893	6693258	2689145	1717203	9366868	2689145	5844428	2689145	1717203	3199469	1695940	5398199	9366868	7161824	416771
8215884	5517881	8528712	5517881	7167204	5517881	8215884	3436992	6324225	5029603	5029603	4031490	5029603	9050881	7167204	2456929	5471776	2456929	1695940	2456929	5045431
8215884	1324419	1816931	1324419	1322128	2179273	1322128	7999398	4793856	4779605	8473116	1440076	8473116	1440076	8473116	9380113	5479475	9380113	1564293	2300241	1564293
8215884	1781	6463030	1781	4968312	6932900	2675810	2249028	3381611	2249028	2675810	6334566	4041791	2725613	4212836	2725613	1324419	6552399	5783894	4092537	6544694
8215884	2229507	6932900	8215884	1781	8215884	8783797	8942346	34508	2356944	8519002	2356944	34508	4041791	7091725	5664128	7397355	1768615	2356944	1768615	7939539
7397355	7939539	736660	1768615	1339288	2725613	4408554	2689145	7939539	9380113	7939539	7397355	1322128	8480470	1322128	9329573	1986004	9329573	1986004	9329573	1986004
7397355	736660	2229507	736660	4180008	1348884	3568055	1348884	7025103	2528569	7025103	1348884	6496482	416771	6334566	1695940	3199469	3328333	6552399	2725613	4041791
7397355	4779605	7231071	3568055	6334566	9366868	6334566	416771	6552399	416771	4793856	416771	6552399	4309601	6552399	416771	5301453	7753566	736660	350333	7634593
7397355	2593682	7397355	1322128	8366049	1322128	8480470	1322128	9329573	1322128	2725613	6552399	2264986	6552399	1324419	4212836	1324419	6932900	1324419	4212836	2191649
7397355	5818765	7939539	5818765	7397355	4180008	1519264	4180008	1348884	3520068	1348884	3568055	6334566	4041791	5787700	4041791	8859193	8215884	2229507	736660	350333
7397355	1322128	4212836	1322128	1339288	6436524	7389748	8921522	7389748	8921522	7389748	2754021	7231071	5029603	9050881	2365966	1348884	4180008	1348884	7091725	9508617
7397355	4180008	736660	350333	2725613	4212836	2191649	7762438	2191649	4212836	1324419	2725613	7161824	4309601	711556	7648975	711556	2488275	7283011	4620296	5606458
7397355	1768615	2675810	6932900	1324419	1322128	2179273	1322128	2689145	9380113	2689145	6334566	5787700	6334566	2689145	680050	2689145	9366868	2689145	7758314	4507856
7397355	1322128	2675810	3328333	6334566	3568055	1348884	6496482	3674641	6496482	2931963	6496482	416771	4793856	416771	5301453	7753566	736660	2229507	736660	3328333
7397355	5664128	7397355	1781	4968312	1781	7397355	4309601	2689145	5968085	2689145	7180559	8934970	7180559	2689145	190338	2689145	680050	2689145	2264986	6552399
5750481	1781	4968312	1695940	5045431	1067659	5045431	1067659	5045431	8984817	8984817	8984817	5045431	8984817	8984817	5045431	2456929	4041791	9366868	1717203	3199469
5750481	1781	42001	8528712	4092537	6544694	42001	1297887	8713990	8200320	7744353	3930984	8931916	3930984	7744353	8931916	5591672	3734524	3757805	5591672	9050881
5750481	1781	4968312	6932900	2675810	736660	425893	736660	7753566	5301453	513765	5301453	7753566	736660	7753566	5301453	416771	5301453	513765	5301453	513765
5750481	1781	42001	6466333	5783894	3826183	5783894	4092537	6544694	42001	2063213	1132388	8889539	1132388	8317544	1132388	4280789	3121381	3756409	6007465	1398540
5750481	1781	5750481	1781	4968312	1781	6463030	1781	42001	2063213	42001	6544694	42001	4092537	8528712	6544694	8528712	5517881	7167204	3734524	6012600
5750481	1781	7397355	4309601	711556	2488275	4620296	4735493	711556	4373288	4978443	4373288	6670209	2249507	6670209	5473989	2488275	6905781	2488275	8925863	4735493
5750481	1781	8215884	8859193	8215884	6932900	2229507	6932900	8215884	6932900	137342	6932900	137342	6912461	797702	1322128	1324419	1816931	1324419	8724081	1324419
5750481	1781	6463030	1781	7397355	5010375	9389751	2273557	9389751	8457717	4107924	3719884	4107924	8457717	3467294	5755887	5511303	5497342	3675446	5497342	5755887
5750481	1781	4968312	1695940	4968312	1781	8215884	425893	7389748	425893	7389748	8859193	2675810	7939539	7397355	9397708	7397355	8727459	8859193	7389748	1322128
5750481	1781	8674558	1781	6463030	1781	8674558	1781	42001	8528712	6466333	8889539	6290168	2063213	6466333	1884458	6667294	1884458	6466333	42001	8200320
6463030	1781	42001	8528712	6466333	8317544	7755241	8317544	2063213	1132388	8317544	7755241	989157	7755241	989157	7755241	8317544	2324711	8317544	8889539	1132388
6463030	1781	6463030	1781	4968312	1781	42001	1781	6463030	1781	42001	8528712	6544694	2754021	7231071	2754021	736660	2725613	736660	7397355	4180008
6463030	1781	7397355	4180008	1686473	4180008	1348884	2365966	9050881	2365966	1348884	4180008	736660	3328333	6334566	3199469	9380113	3199469	1717203	9366868	4041791
6463030	1781	7397355	4309601	6552399	7161824	9261944	7161824	4309601	6552399	2725613	797702	4212836	797702	6334566	797702	4212836	2191649	7762438	2191649	7762438
6463030	1781	8215884	5517881	8215884	2229507	6932900	4968312	1322128	4212836	1322128	2689145	1880319	2689145	8934970	2689145	5971797	8010719	5971797	2689145	1242376
6463030	1781	5750481	1781	6463030	1781	7397355	6976378	1768615	7939539	2689145	8859193	2675810	8859193	7397355	1322128	2725613	797702	9366868	1717203	8473116
6463030	1781	6463030	1781	8215884	1781	4968312	6932900	8215884	8783797	8942346	2896336	9508617	4041791	8934970	7180559	8934970	4041791	5787700	6334566	3199469
6463030	1781	7397355	5818765	7939539	7397355	736660	2725613	736660	4180008	7397355	8727459	7397355	2456929	5045431	1067659	5045431	1067659	5045431	2456929	7167204
6463030	1781	8215884	8783797	8215884	4251715	3167371	760466	3167371	4624143	2915157	4624143	4251715	6012600	3734524	7167204	8327874	7167204	2456929	7397355	1781
6463030	1781	4968312	1695940	5398199	797702	8162221	797702	8162221	2976872	2489119	7943610	2489119	2138855	4537180	7588081	4537180	1352842	7139017	1352842	7139017
8674558	1781	8215884	3436992	6324225	4031490	261783	4031490	6324225	5029603	4779605	261783	5818765	261783	760466	3167371	583539	3167371	2915157	3167371	4624143
8674558	1781	42001	1297887	8713990	6912461	8713990	1297887	8713990	8200320	1297887	42001	4092537	6544694	2754021	8213436	2754021	4411857	3805737	3559930	3805737
8674558	1781	8215884	5517881	8528712	6544694	7456897	6544694	8528712	42001	1297887	8713990	6912461	8713990	1725558	8713990	1297887	7744353	8200320	1297887	8713990
8674558	1781	42001	6466333	8975793	2063213	8330937	2063213	6466333	7636922	6466333	6544694	1297887	6544694	1297887	137342	5471776	137342	5471776	137342	6932900
8674558	1781	6463030	1781	4968312	1781	42001	6544694	42001	1297887	42001	1297887	42001	2063213	8317544	2324711	1749829	2324711	8859193	8727459	8859193
8674558	1781	8215884	4251715	3167371	4251715	4624143	2915157	3167371	4624143	2915157	4624143	3167371	4251715	8215884	4251715	3972855	4251715	8215884	4251715	6012600
8674558	1781	7397355	2456929	7167204	8327874	7167204	9050881	5591672	3757805	2896336	7137004	3966896	6166898	3966896	7137004	425893	736660	7091725	5327338	7091725
8674558	1781	4968312	1322128	4793856	1322128	4968312	1322128	4212836	797702	9366868	6693258	2725613	6693258	9366868	2689145	9380113	5479475	9380113	2689145	9380113
